year,verbs
1993,"[begins, shows, approaches, portrays]]"
1993,"[kills, leaves]]"
1993,[brings]
1993,[plays]]
1993,[]
1993,[gets]]
1993,[falls]]
1993,"[challenges, refuses]]"
1993,"[realises, recovers, bursts]]"
1993,[tells]
1993,"[tries], kills, leaves, decides]]"
1993,[tells]
1993,[]
1993,[kills]]
1993,[]
1993,[adds]]
1993,[returns]
1993,[]
1993,[returns]]
1993,[makes]
1993,[]
1993,[presents]]
1993,"[resents, pleads, swears]]"
1993,[serves]
1993,[finds]]
1993,"[starts], promises]]"
1993,"[reveals, returns, disapproves, informs]]"
1993,"[finds, goes, turns]]"
1993,[lives]
1993,"[arranges], lives, manages, gives]]"
1993,"[begins, threatens, arranges]]"
1993,"[agrees, comes]]"
1993,"[bursts, joins, manages, threatens, gets]]"
1993,"[tells, feels, plays, manages, comes, mounts, gets, tells, leaves, finds, foils, threatens, thinks]]"
1993,[grows]
1993,['s]]
1993,[gets]]
1993,[takes]]
1993,[grows]]
1993,[performs]]
1993,[]
1993,"[tries, finds, sees, goes, loves, offends, approaches, runs, points]]"
1993,"[tells, confronts, informs]]"
1993,[works]
1993,"[tells], goes, comes, invites, helps]]"
1993,[tries]
1993,[]
1993,"[takes], runs]]"
1993,[brings]
1993,[goes]]
1993,[]
1993,[desires]]
1993,"[realises, works]]"
1993,[organises]
1993,[]
1993,[]
1993,[]
1993,"[runs, hates]]"
1993,[stops]
1993,[gets]]
1993,[meets]
1993,[lives]]
1993,[]
1993,[]
1993,[]
1993,[]
1993,[]
1993,[]
1993,[misunderstands]]
1993,[]
1993,[]
1993,[goes]]
1993,[lives]
1994,[vow]]
1994,"[takes, kidnaps, kills, tries, dodges, leaves, attacks]]"
1994,[tells]
1994,[]
1994,"[tells], goes, intervenes, refuses, tells, finds, leaves, attacks, subdues, wants, realizes, takes, dies, reminds]]"
1994,[tries]
1994,[]
1994,[]
1994,"[finds, goes, subdues]]"
1994,[kills]
1994,[thinks]]
1994,[kills]]
1994,"[falls], teaches, learns, comes, Tilakis, starts, keeps]]"
1994,[kills]
1994,[]
1994,[]
1994,[]
1994,[gets]]
1994,[reminds]]
1994,[]
1994,"[finds], meets, avenges, reminds]]"
1994,[places]
1994,[]
1994,[completes]]
1994,"[does, helps]]"
1994,[knives]
1994,"[drives, realizes, promises, gets]]"
1994,"[rescues, tries, sparks, reaches, captures, drives, goes, makes, continues, forgives, wants, gets]]"
1994,[stands]
1994,[bashes]]
1994,[]
1994,[captures]]
1994,[tries]
1994,[forgives]]
1994,[]
1994,[loses]]
1994,"[vows, throws]]"
1994,[donates]
1994,[]
1994,[]
1994,[avenges]]
1994,"[sentences], arrives, encourages, asks]]"
1995,[tells]
1995,[]
1995,"[realises, calls, receives, refuses, stops, overhears]]"
1995,[recognises]
1995,"[wants], recognises, falls, enters, befriends, does, grabs, insults, refuses, says, flirts]]"
1995,"[tells, hears, attempts]]"
1995,[kills]
1995,[comes]]
1995,"[marries], saves, refuses]]"
1995,"[succeeds, kills, escapes, meets, saves, stops]]"
1995,"[arrives, attempts]]"
1995,[arrives]
1995,[places]]
1995,[]
1995,"[wants], kills, tries]]"
1995,"[tells, asks, dies, gives]]"
1995,[complains]
1995,[dies]]
1995,"[agrees, attends]]"
1995,"[charges, earns, decides, stops]]"
1995,[tries]
1995,"[arranges], gets]]"
1995,[asks]
1995,[decides]]
1995,"[manages, swears, reveals, produces, responds, realizes, accuses]]"
1995,[chases]
1995,[]
1995,"[appears, says]]"
1995,"[marries, goes]]"
1995,"[tries, produces, owns, helps, shoots]]"
1995,[escapes]
1995,[learns]]
1995,"[works, runs]]"
1995,[meets]
1995,[]
1995,[]
1995,[goes]]
1995,[meets]
1995,[]
1995,"[succeeds, replies, instructs, hug, faces]]"
1995,[tells]
1995,[uses]]
1995,[]
1996,"[finds], brings]]"
1996,"[tells, disbelieves, leaves, comes, returns, overhears]]"
1996,[tells]
1996,"[meets, drowns, sees, reveals, surrenders, pushes, shoots]]"
1996,[kidnaps]
1996,[finds]]
1996,"[travels], thrashes, returns, starts]]"
1996,"[tells, thrashes, comes, intervenes, appears]]"
1996,[wins]
1996,[]
1996,"[finds], hears, says]]"
1996,[arrives]
1996,[]
1996,[]
1996,[goes]]
1996,"[joins, agrees, confronts, reaches, captures, goes, comes, jumps, releases, tells, wakes, rebuffs, asks, disarms, surrounds, says, knows]]"
1996,"[kills, kills, tries, meets, bribes, goes]]"
1996,"[tells, agrees, welcomes, confronts, asks, speaks, hugs, thinks]]"
1996,[puts]
1996,[proclaims]]
1996,[organises]
1996,[]
1996,[stops]]
1996,[]
1996,"[sells], dies]]"
1996,"[chases, witnesses]]"
1996,[asks]
1996,"[saves, proposes, angers, starts]]"
1996,[meets]
1996,[kills]]
1996,"[tries], ends, seeks]]"
1996,"[finds, misses]]"
1996,"[forces, takes]]"
1996,"[protests, aims, confronts, leaves, causes]]"
1996,"[watches, gets]]"
1996,[barks]
1996,[]
1996,[dies]]
1996,"[tries], stands, meets, comes, makes, refuses]]"
1996,[kills]
1996,[]
1996,[kills]]
1996,[]
1996,[]
1996,[kills]]
1996,[vows]]
1996,[]
1996,[]
1996,[finds]]
1996,[tells]]
1996,"[accepts], learns]]"
1996,"[accepts, approves, marries]]"
1996,[tries]
1996,"[kills, finds, proposes, loves, attempts]]"
1996,[wins]
1996,[]
1996,[decides]]
1996,"[tries], learns, accosts, decides, pleads, surrenders, receives, removes, knows, turns]]"
1996,[finds]
1996,[loathes]]
1996,"[accosts], drops, loathes]]"
1996,"[tells, returns, suspects]]"
1996,"[decides, beheads, keeps]]"
1996,[tries]
1996,"[manages], reveals, remains]]"
1996,"[tells, informs]]"
1996,[rebukes]
1996,[returns]]
1996,[leads]
1996,[assassinates]]
1996,[kills]]
1996,[encounters]]
1996,[]
1996,"[sets, earns, learns, rebukes, tracks, begins, encounters, asks, spots, struggles, returns, explains, informs]]"
1996,"[enrages, tracks]]"
1996,[spots]
1996,[burns]]
1996,"[meets, breaks, sees, goes, loves, decides, returns, dies, gets]]"
1996,"[tells, meets]]"
1996,"[tells, insists]]"
1996,"[tells, finds]]"
1996,[tries]
1996,[]
1996,"[tells, refuses]]"
1996,[arrives]
1996,"[comes, refuses, chooses]]"
1996,[goes]
1996,[goes]]
1996,"[looks, saves, comes]]"
1996,[hits]
1996,[gets]]
1996,[]
1996,"[reaches, decides, starts, takes, gets, seeks, attempts]]"
1996,[tries]
1996,[]
1996,[]
1996,[]
1996,[]
1996,[decides]]
1996,[realizes]]
1996,"[continues, decides, retaliates, refuses]]"
1996,[escapes]
1996,[]
1996,[stops]]
1996,[]
1996,[]
1996,[]
1996,[]
1996,[]
1996,[asks]]
1996,[murder]]
1996,[]
1996,[looks]]
1996,"[discovers], loses, starts]]"
1996,[decides]
1996,[]
1996,[]
1996,[loses]]
1996,"[tells, realises, hires, accepts]]"
1996,[travels]
1996,[agrees]]
1996,[]
1996,[loses]]
1997,"[earns], asks, manages, knocks, follows, uses, impersonates]]"
1997,[wakes]
1997,"[impersonates, pushes]]"
1997,[finds]
1997,[asks]]
1997,[finds]]
1997,"[tells, meets, finds, follows, takes]]"
1997,"[kills, meets, works, sells, goes, enters, follows, rushes, gets, tells, walks, finds, leaves, drives, talks, remembers, uses, takes, gives, pays, shoots, knows]]"
1997,"[kills, follows]]"
1997,[finds]
1997,[]
1997,[obliges]]
1997,[lies]]
1997,[meets]]
1997,[]
1997,[]
1997,[]
1997,"[finds], gets]]"
1997,[arrives]
1997,[Pooja]]
1997,"[breaks, decides, helps, takes, gets, seeks]]"
1997,[tells]
1997,[manages]]
1997,[]
1997,[]
1997,"[intensifies, gets]]"
1997,"[tells, introduces, threatens]]"
1997,[tries]
1997,[falls]]
1997,"[tells, tells, buys, sees, learns, forces, loathes, undergoes, runs, hushes]]"
1997,[begins]
1997,[betrays]]
1997,[realizes]]
1997,[calls]]
1997,[helps]]
1997,[]
1997,[]
1997,[]
1997,[lives]]
1997,[]
1997,"[holds], cautions, pretends]]"
1997,[tries]
1997,"[contacts], contacts]]"
1997,"[calls, sees, takes]]"
1997,[cautions]
1997,"[plays, leaves, ends, thinks]]"
1997,"[arrives, needs, drops, edits, describes]]"
1997,[announces]
1997,[]
1997,[confides]]
1997,[apprehends]]
1997,[]
1997,[apprehends]]
1997,[]
1997,[refuses]]
1997,[gets]]
1997,[]
1997,[]
1997,[kills]]
1997,[helps]]
1997,[kills]]
1997,"[calls], kills]]"
1997,"[arrives, falls, meets, involves, wants]]"
1997,[offers]
1997,[helps]]
1997,[finds]]
1997,[]
1997,"[encounters], suspects]]"
1997,[questions]
1997,[divulges]]
1997,[]
1997,"[assigns, constables, strengthens]]"
1997,[finds]
1997,[]
1997,"[assigns], terminates]]"
1997,"[organizes, invites]]"
1997,[calls]
1997,[]
1997,[advises]]
1997,"[maintains, reports, meets, reaches, embraces, relates, decides, picks, gets, tells, realises, finds, interrogates, creates, invites, advises, returns]]"
1997,[arrives]
1997,"[brings], brings, comes]]"
1997,[grows]
1997,"[chokes], falls, saves, attacks]]"
1997,"[chokes, saves, stops]]"
1997,[tries]
1997,"[pleads], suspects]]"
1997,[swears]
1997,[brings]]
1997,[]
1997,[works]]
1997,[meets]]
1997,[commits]]
1997,[]
1997,[]
1997,[meets]]
1997,[tells]]
1997,[]
1997,[wishes]]
1997,"[sees], arrests, goes, takes]]"
1997,[visits]
1997,"[wounds, shoots]]"
1997,"[escapes, wants, teases]]"
1997,"[escapes, fights, blackmails, goes, asks]]"
1997,"[breaks, sees, asks]]"
1997,[visits]
1997,"[sees], finds]]"
1997,"[kills, meets, leaves, sees, disregards, reveals, uses, returns, stops, discovers]]"
1997,[recalls]
1997,[]
1997,[]
1997,"[treats, sees, threatens]]"
1997,[kills]
1997,[makes]]
1997,"[comes, departs]]"
1997,[gets]
1997,"[humiliates], swears, steps]]"
1997,[falls]
1997,"[refuses, resists, dies, assaults]]"
1997,[threatens]
1997,[]
1997,"[nabs, kicks]]"
1997,"[arrests, plans, wants, conspires]]"
1997,"[kills, chases, signs]]"
1997,"[addresses, assaults]]"
1997,"[marries, fires, devises, burns]]"
1997,"[arrives, kills, puts, realises, corners, succumbs, meets, breaks, captures, kicks, conducts]]"
1997,"[tells, calls, locks]]"
1997,[tries]
1997,"[asks], suggests, calls, asks, warns, affirms, accuses, starts, informs, knows]]"
1997,[arrives]
1997,[tells]]
1997,"[protects, confronts, embraces, deceives, goes, seizes, treats, realises, leaves, sees, asks, smooths, loses, justifies, takes, promises, views]]"
1997,"[flies, fights]]"
1997,[begins]
1997,[]
1997,[visits]]
1997,[]
1997,[]
1997,"[falls], asks, wants]]"
1997,[wins]
1997,[]
1997,[leaves]]
1997,[gets]]
1997,"[comes, feals, explores]]"
1997,[lives]
1997,"[falls, confesses, takes]]"
1997,[realises]
1997,[]
1997,[]
1997,[]
1997,[]
1997,[learns]]
1997,"[does, asks, uses]]"
1997,[fires]
1997,[uses]]
1997,[tracks]]
1997,"[slays, beats, marries, stabs, retains]]"
1997,[arrives]
1997,[kills]]
1997,"[kills, bursts]]"
1997,[arrives]
1997,"[slays], kills, lives, breaks, rings, finds, forms, tracks, turns]]"
1997,[arrives]
1997,[arrives]]
1998,[]
1998,[starts]]
1998,[comes]]
1998,[]
1998,[comes]]
1998,[]
1998,[]
1998,[]
1998,[runs]]
1998,"[kidnaps, refuses, gives]]"
1998,[rescues]
1998,"[sees], demands]]"
1998,[berates]
1998,[]
1998,[feels]]
1998,"[meets, seduces, decides, realizes, marries, gives, sends]]"
1998,"[tells, dispatches, falls, goes]]"
1998,"[tells, chooses]]"
1998,[tells]
1998,[]
1998,[agrees]]
1998,"[meets], knows]]"
1998,"[takes, meets, goes]]"
1998,"[escapes, escapes, learns, grabs, questions, describes, interviews, tells, chases, wakes, forces, spots, uses, returns, wishes]]"
1998,[agrees]
1998,[]
1998,[runs]]
1998,[]
1998,[]
1998,[signs]]
1998,[]
1998,[]
1998,"[thwarts, knocks, warns, learns, proclaims, develops]]"
1998,[declares]
1998,[]
1998,[]
1998,[hears]]
1998,"[takes], agrees, comes, loses, explains, discovers, dissuades]]"
1998,[arrives]
1998,[chooses]]
1998,[rescues]
1998,"[agrees, rescues, meets, confronts, beats, steals, throws, discovers, gets, tells, walks, visits, realises, confesses, leads, attends, wants, delivers, says, gives, witnesses]]"
1998,[offers]
1998,"[calls, canvasses, speaks, reveals, beats]]"
1998,"[arrives, confronts, dissuades]]"
1998,[realises]
1998,[]
1998,"[kills], castrates, informs]]"
1998,"[chases, escapes, enrages, meets, thrashes, rescues, reaches, goes, learns, castrates, hunts, chases, finds, leads, swears, takes]]"
1998,"[kills, goes]]"
1998,[tries]
1998,[]
1998,"[finds], enrages, meets, settles, realizes, gives, sends]]"
1998,"[tries, seeks]]"
1998,"[chokes, comes, commits, sends]]"
1998,[kills]
1998,[]
1998,[]
1998,[presents]]
1998,[makes]
1998,[confronts]]
1998,"[reveals], confronts, leaves, asks, forces, comes, shoots]]"
1998,"[allows, confronts, sees, asks, learns, shoots]]"
1998,[tells]
1998,[]
1998,[]
1998,[runs]]
1998,[returns]]
1998,[loves]
1998,"[swears], spends, meets, buys, sees, hires, goes, loves, follows, makes, lies, steals]]"
1998,"[tries, insists]]"
1998,[discovers]
1998,[]
1998,[]
1998,[]
1998,"[writes, explains, gives]]"
1998,[asks]
1998,"[arrives, confesses, asks, flirts]]"
1998,"[tells, suspects]]"
1998,"[arrives, congratulates, realises, asks, decides, reads, thinks, releases]]"
1998,[tells]
1998,"[realizes], explains]]"
1998,[sees]
1998,[wants]]
1998,[]
1998,[concerns]]
1998,"[trains], trains]]"
1998,[falls]
1998,[plays]]
1998,"[tells, falls, goes, decides, pretends, promises]]"
1998,"[sits, finds]]"
1998,[tells]
1998,[]
1998,[]
1998,[]
1998,[takes]]
1998,"[patches, holds]]"
1998,[wins]
1998,"[threatens], extends, decides, invites]]"
1998,[tells]
1998,[]
1998,[fears]]
1998,"[kills], spills, shoots]]"
1998,"[surrounds, sends]]"
1998,"[returns, fires, convinces, collapses, comes, clashes, returns, avenges, takes, runs, informs, insists]]"
1998,[tells]
1998,[sets]]
1998,[tries]
1998,[urges]]
1998,[reports]
1998,[sets]]
1998,[]
1998,"[takes], keeps]]"
1998,"[maims, kills, calls]]"
1998,[arrives]
1998,[urges]]
1998,"[plays], dies, says]]"
1998,[comes]
1998,"[decides, beats, drags]]"
1998,[pleads]
1998,"[pleads, decides, comes, follows, beats, drags, approaches, destroys, buries, starts, says, keeps]]"
1998,[kills]
1998,[]
1998,[]
1998,[uses]]
1998,"[assumes, spends, comes, misunderstands]]"
1998,"[escapes, happens]]"
1998,"[loses, decides]]"
1998,[breaks]
1998,[]
1998,[happens]]
1998,[]
1998,[]
1998,[goes]]
1998,[]
1998,"[brings, knows]]"
1998,"[tells, brings, leaves, gives, understands]]"
1998,"[tells, leaves, confesses, continues, reveals, takes, insists]]"
1999,"[agrees, meets, sets, accepts, discovers, tells, begins, finds, leaves, drives, sees, advises, returns, gives]]"
1999,[arrives]
1999,[insists]]
1999,"[wishes], 's]]"
1999,[asks]
1999,[meets]]
1999,[advises]]
1999,"[offers, advises]]"
1999,"[wins, forces, appears]]"
1999,"[relates, sets]]"
1999,[feels]
1999,[convinces]]
1999,[]
1999,"[convinces, regrets, takes]]"
1999,[kills]
1999,[takes]]
1999,[thinks]
1999,[]
1999,"[escapes, flees, meets, decides, realizes, thinks, pulls]]"
1999,[tells]
1999,[]
1999,[comes]]
1999,[sends]]
1999,"[receives, tries, escapes, meets, comes, makes, approaches, pulls, tells, notices, shows, finds, saves, drives, forces, remembers, spots, thinks, writes, collects, interferes]]"
1999,"[announces, admits, interrupts]]"
1999,[arrives]
1999,[]
1999,[comforts]]
1999,[]
1999,[]
1999,[]
1999,"[forces], befriends]]"
1999,"[chases, chooses]]"
1999,"[realises, meets, decides, comes, returns]]"
1999,[hunts]
1999,[]
1999,[]
1999,[kills]]
1999,[supports]]
1999,[tries]
1999,[]
1999,[Kumargrows]]
1999,"[comes, refuses, turns]]"
1999,[warns]
1999,"[calls, asks]]"
1999,[plays]
1999,"[reaches], goes]]"
1999,"[calls, tells, decides, suspects, gets]]"
1999,"[kills, hits, works, goes, appears, dislikes, takes, says]]"
1999,"[stands, suspects, arranges, takes, dies, shoots]]"
1999,[kills]
1999,[turns]]
1999,"[claims, reveals, wants, staggers]]"
1999,"[decides, asks]]"
1999,[provides]
1999,[]
1999,[]
1999,[delivers]]
1999,[]
1999,[stays]]
1999,"[arranges, seeks]]"
1999,[catches]
1999,"[turns], loves, helps, takes, respects]]"
1999,[suggests]
1999,[tells]]
1999,[]
1999,"[tries, meets, saves, goes, ends, asks, comes, accuses, gets]]"
1999,[agrees]
1999,[gets]]
1999,[calls]]
1999,[goes]]
1999,[]
1999,[]
1999,[betrays]]
1999,"[finds], tracks]]"
1999,[escapes]
1999,[betrays]]
1999,"[kills, catches, takes]]"
1999,"[mentions, finds]]"
1999,"[tries, neglects, meets, buys, fights, goes, proposes, follows, slaps, disappears, gets, asks, invites, persuades, keeps, says, gives]]"
1999,"[feels, meets, says]]"
1999,[arrives]
1999,[]
1999,[avoids]]
1999,[agrees]
1999,[]
1999,[enters]]
1999,"[attempts], asks]]"
1999,[introduces]
1999,[asks]]
1999,"[performs], goes, trains, shoots]]"
1999,[falls]
1999,"[trains], claims, lies, takes, keeps]]"
1999,"[finds, panics, stabs, stumbles]]"
1999,[tries]
1999,"[phones], advises]]"
1999,[comes]
1999,"[transforms, advises, starts]]"
1999,[comes]
1999,[]
1999,[discovers]]
1999,[]
1999,[stages]]
1999,[]
1999,[alias]]
1999,[lives]
1999,[meets]]
1999,"[agrees], believes, continues, realizes]]"
1999,"[breaks, gets]]"
1999,[forbids]
1999,"[asks], marries]]"
1999,[finds]
1999,[]
1999,[loves]]
1999,"[transforms, backs]]"
1999,[blackmails]
1999,[goes]]
1999,[hits]
1999,[]
1999,[tries]]
1999,[pleads]]
1999,"[feels, reaches, frames, learns, manages, refuses, gets, investigates, seizes, stands, realises, leaves, finds, arrests, retorts, attacks, asks, causes, takes, writes, informs]]"
1999,"[arrives, wastes, finds, decides, rebukes, uses, insults, gets, shoots]]"
1999,[confronts]
1999,[]
1999,[wants]]
1999,[sings]]
1999,"[gatecrashes, embraces, convinces, learns, marry, asks, persuades, returns, receives, starts, praises, gives, heeds, respects]]"
1999,[arrives]
1999,[praises]]
1999,[proclaims]]
1999,"[confesses, inquires, narrates]]"
1999,[persuades]
1999,[]
1999,[begins]]
1999,[]
1999,[recruits]]
1999,[]
1999,[]
1999,[]
1999,[tries]]
1999,[]
1999,[hires]]
1999,"[recognizes], sees, hires, dislikes]]"
1999,[tries]
1999,[tries]]
2000,[]
2000,[]
2000,"[finds], relocates, befriends, defends, gets]]"
2000,[agrees]
2000,[]
2000,[makes]]
2000,[]
2000,"[comes], decides, continues, loathes, opens, realizes, returns, punishes, reminds]]"
2000,[loves]
2000,[]
2000,[]
2000,[introduces]]
2000,[]
2000,[]
2000,[takes]]
2000,[saves]]
2000,[]
2000,[finds]]
2000,"[comes, takes]]"
2000,[travels]
2000,[turns]]
2000,"[plies, starts]]"
2000,[persuades]
2000,[provides]]
2000,[persuades]]
2000,[finds]]
2000,[]
2000,[]
2000,[meets]]
2000,[]
2000,[]
2000,"[thinks], finds, asks, makes]]"
2000,"[tells, goes, does, comes]]"
2000,"[needs, falls, loves, survives, keeps, shoots]]"
2000,[tells]
2000,"[declares, overhears]]"
2000,[berates]
2000,[does]]
2000,[happens]]
2000,[]
2000,"[spots], spots]]"
2000,"[falls, saves, creates]]"
2000,"[wins, disappears]]"
2000,[kills]
2000,[]
2000,[]
2000,[]
2000,[]
2000,[]
2000,[confuses]]
2000,[]
2000,"[takes], beats, respects]]"
2000,[decides]
2000,[]
2000,[rapes]]
2000,[chooses]]
2000,[prefers]
2000,"[wants, dies]]"
2000,"[confronts, decides, lies]]"
2000,[finds]
2000,[kills]]
2000,[]
2000,[]
2000,[tells]]
2000,[]
2000,"[lives, goes, bumps, manages, comes, changes, remains, refuses, 's, tells, travels, begins, asks, bump, whispers, realizes, returns, takes, dies, reminisces]]"
2000,[joins]
2000,[]
2000,[]
2000,[]
2000,[]
2000,[shoots]]
2000,"[takes, comes, jumps, steals, gets, tells, chases, shows, lies, pretends, surrounds, runs, knows]]"
2000,"[decides, lives, struggles, refuses]]"
2000,"[agrees, saves]]"
2000,"[finds, shoots]]"
2000,[plans]
2000,[shoots]]
2000,[marries]
2000,[]
2000,[]
2000,[kills]]
2000,[decides]]
2000,"[kills], sends]]"
2000,[follows]
2000,"[meets], sings, drowns, goes]]"
2000,"[tells, assumes, panics, warns, recognizes]]"
2000,[arrives]
2000,"[sends], performs, falls, succeeds, finds, decides, proposes, reveals, realizes, understands]]"
2000,[tells]
2000,"[persuades], persuades]]"
2000,[decides]
2000,[]
2000,"[kills], succeeds, explains, takes]]"
2000,[tells]
2000,[]
2000,[hires]]
2000,[]
2000,[realizes]]
2000,"[proposes, kills, tries, plans, behaves]]"
2000,"[handles, dislikes]]"
2000,"[goes, meets, finds, decides]]"
2000,[tells]
2000,[starts]]
2000,[]
2000,[]
2000,[gets]]
2000,[betrays]]
2000,[kills]
2000,[]
2000,[betrays]]
2000,[]
2000,[prompts]]
2000,[]
2000,[]
2000,[discovers]]
2000,"[learns], leaves, turns]]"
2000,[joins]
2000,"[joins], retaliates, decides, wants]]"
2000,[accepts]
2000,"[allows, encourages, speaks, reveals, throws, promises, says, turns]]"
2000,[tells]
2000,[]
2000,[approaches]]
2000,[]
2000,[sticks]]
2000,[tells]
2000,"[takes], proposes, beats, approaches, accuses, thinks]]"
2000,"[learns, goes, accosts, surrenders, says]]"
2000,"[escapes, tells, observes, agrees, fires, slays, instructs, asks, advises, helps, says, informs]]"
2000,[wins]
2000,[consoles]]
2000,[]
2000,[]
2000,"[appears], shows]]"
2000,"[addresses, joins, agrees, vows, meets, falls, advises, fades]]"
2000,"[announces, hypnotises, goes, rebuffs, threatens, assures, mulls, informs, gives]]"
2000,[injures]
2000,"[tells], believes, breaks, comes, continues, makes]]"
2000,"[tries, learns, arranges]]"
2000,"[decides, enters, comes]]"
2000,[looks]
2000,[reminds]]
2000,[]
2000,[]
2000,"[reveals], tries, reveals]]"
2000,"[tells, gets]]"
2000,[kills]
2000,[]
2000,"[overpowers, finds, readies, drives, goes, reveals]]"
2000,[kills]
2000,"[faces], concludes, delves]]"
2000,[succeeds]
2000,"[loves], cares, leaves, reaches, learns, manages, deduces]]"
2001,"[overpowers, meets, manages, pleads, remains, overhears, gets, stays, overpowers, chases, sees, does, justifies]]"
2001,[escapes]
2001,"[dies, gets]]"
2001,[beats]
2001,[]
2001,[tries]]
2001,"[reveals], beats, gets]]"
2001,[tries]
2001,[loves]]
2001,"[figures, goes, moves, misses, helps, starts, knows]]"
2001,[finds]
2001,"[knocks, infuriates, informs]]"
2001,[goes]
2001,[enrages]]
2001,"[meets], explains, takes, dies, gets]]"
2001,[sees]
2001,"[escapes, meets, breaks, finds, sees, goes, manages, reveals, suspects, takes]]"
2001,[tells]
2001,[dispatches]]
2001,[]
2001,[]
2001,"[saves], confronts]]"
2001,[tries]
2001,[explains]]
2001,"[marries, rides, travels, visits, dispatches, realises, declares, leads, survives, wants, returns, compels, attempts]]"
2001,[introduces]
2001,[]
2001,[]
2001,[begins]]
2001,[shows]]
2001,"[saves, loves, gets, promises]]"
2001,[tells]
2001,"[decides, files, marries, refuses, disappoints]]"
2001,[finds]
2001,"[lives], meets, returns, starts]]"
2001,[tells]
2001,[tells]]
2001,[enlists]]
2001,[]
2001,"[finds, proposes, makes]]"
2001,"[tries, befriends]]"
2001,[meets]
2001,"[brings, starts]]"
2001,"[handles, ignores]]"
2001,[handles]
2001,[relates]]
2001,[asks]]
2001,[]
2001,[]
2001,[comes]]
2001,[marries]]
2001,[]
2001,[]
2001,[]
2001,[manages]]
2001,[comes]]
2001,[]
2001,[]
2001,[]
2001,[]
2001,[lets]]
2001,[]
2001,"[tells, learns, comes, uses]]"
2001,[announces]
2001,"[begs, vows, emphasizes, convinces, enrolls, returns, uses]]"
2001,[visits]
2001,"[visits, agrees, begs, comes, realizes, refuses, promises]]"
2001,[tells]
2001,"[kills, suggests, goes, asks, realizes, accuses]]"
2001,[tells]
2001,[investigates]]
2001,[]
2001,[]
2001,[]
2001,[]
2001,[sets]]
2001,[]
2001,[retires]]
2001,[returns]
2001,[]
2001,"[misses], brings, knocks]]"
2001,"[joins, offers, brings, passes, accepts, loves, invites, mocks, chastises, informs]]"
2001,"[begins, drops, comes]]"
2001,"[offers, runs]]"
2001,[falls]
2001,[takes]]
2001,[]
2001,[gets]]
2001,[witness]]
2001,[intervenes]]
2001,"[opposes], leads]]"
2001,"[meets, believes, hates]]"
2001,[agrees]
2001,[]
2001,[]
2001,"[expresses], agrees, manages]]"
2001,"[tells, raises, asks, gets]]"
2001,"[records, falls, brings, summons, challenges, accepts, answers, takes]]"
2001,"[tells, believes]]"
2001,"[shows, bails, summons, redirects, uses, takes, gets, sends, attempts]]"
2001,[agrees]
2001,[refuses]]
2001,[comes]
2001,[pulls]]
2001,[arrives]
2001,[]
2001,"[wants], reaches, goes, manages, decides, promises, smacks]]"
2001,[tries]
2001,[]
2001,[comes]]
2001,[]
2001,"[accepts, explains]]"
2001,[tries]
2001,"[takes], meets, believes, calls, realizes, stops, denies]]"
2001,[heals]
2001,[]
2001,[tells]]
2001,[]
2001,[offers]]
2001,[informs]]
2001,[]
2001,[comes]]
2002,[plans]
2002,[comes]]
2002,[]
2002,[]
2002,[]
2002,[]
2002,[]
2002,"[waits, slays]]"
2002,"[finds, appears]]"
2002,"[asks, dislikes]]"
2002,"[summons, pleads, blames]]"
2002,[goes]
2002,[raises]]
2002,"[loves, persuades]]"
2002,"[teaches, tries, convinces, asks, follows, comes, informs]]"
2002,[tells]
2002,"[introduces], calls, stops, sends]]"
2002,[meets]
2002,[asks]]
2002,"[comes], shouts, tries, shows, introduces, fights, calls, goes, betrays]]"
2002,[kills]
2002,"[sings, convinces, asks, invites]]"
2002,[tells]
2002,[comes]]
2002,[]
2002,[]
2002,"[gets, attempts]]"
2002,[kills]
2002,[sends]]
2002,"[recognizes, betrays]]"
2002,"[receives, arrives, wins, flees, moves, betrays]]"
2002,[kills]
2002,[]
2002,[]
2002,[comes]]
2002,[]
2002,"[convinces], goes, says, gives]]"
2002,[hires]
2002,[]
2002,[]
2002,[suffers]]
2002,"[falls, wants, discovers]]"
2002,[finds]
2002,[]
2002,[]
2002,[]
2002,[musters]]
2002,[]
2002,"[locates], tries, leaves, sets, attacks, asks, commits, snatches, murders]]"
2002,[kills]
2002,[persuades]]
2002,[]
2002,[]
2002,[murders]]
2002,"[advises, surrenders, gets]]"
2002,[catches]
2002,"[saves, lets]]"
2002,"[Rastogi, stops]]"
2002,"[falls, realizes, takes]]"
2002,[makes]
2002,"[tries], realises, meets, leaves, asks, loses, suspects, starts, sends, pulls]]"
2002,"[arrives, realizes, holds, explains]]"
2002,[believes]
2002,[]
2002,[lives]]
2002,[spots]]
2002,"[looks], kills, feels, meets, reaches, calls, sees, attacks, enters, instructs, loves]]"
2002,"[tells, listens, calls, goes, proposes, loves, continues, follows, explains]]"
2002,[falls]
2002,[]
2002,"[resurrects, kills, shows, calls]]"
2002,"[arrives, asks, dies]]"
2002,[goes]
2002,[]
2002,[sends]]
2002,"[goes, shoots]]"
2002,[marries]
2002,"[apologizes, shoots]]"
2002,[meets]
2002,"[befriends], befriends, reveals]]"
2002,"[reasons, realises, finds, apologizes, disagrees]]"
2002,[treats]
2002,[arranges]]
2002,[]
2002,[informs]]
2002,[]
2002,[blames]]
2002,[]
